id,order_id,date,amount_cents,status,kind
invoice-ord-00174,ord-00174,2026-08-08,34827,issued,management_statement
invoice-ord-00175,ord-00175,2026-02-21,72422,issued,management_statement
invoice-ord-00177,ord-00177,2026-06-08,61079,issued,management_statement
invoice-ord-00180,ord-00180,2026-05-08,53449,issued,management_statement
invoice-ord-00182,ord-00182,2025-12-13,55046,issued,management_statement
invoice-ord-00183,ord-00183,2026-08-31,97526,issued,management_statement
invoice-ord-00184,ord-00184,2026-06-20,22986,issued,management_statement
invoice-ord-00185,ord-00185,2026-08-19,46108,issued,management_statement
invoice-ord-00186,ord-00186,2026-07-25,39990,issued,management_statement
invoice-ord-00187,ord-00187,2026-03-06,84111,issued,management_statement
invoice-ord-00188,ord-00188,2026-05-30,91666,issued,management_statement
invoice-ord-00189,ord-00189,2026-03-04,41572,issued,management_statement
invoice-ord-00190,ord-00190,2026-03-09,36364,issued,management_statement
invoice-ord-00191,ord-00191,2026-05-30,11546,issued,management_statement
invoice-ord-00193,ord-00193,2026-01-22,11073,issued,management_statement
invoice-ord-00194,ord-00194,2025-10-21,35300,issued,management_statement
invoice-ord-00195,ord-00195,2026-01-23,77783,issued,management_statement
invoice-ord-00196,ord-00196,2026-07-09,80045,issued,management_statement
invoice-ord-00197,ord-00197,2026-01-24,18399,issued,management_statement
invoice-ord-00198,ord-00198,2026-04-04,33026,issued,management_statement
invoice-ord-00200,ord-00200,2026-09-11,84368,issued,management_statement
invoice-ord-00202,ord-00202,2026-07-09,64273,issued,management_statement
invoice-ord-00203,ord-00203,2026-01-18,22507,issued,management_statement
invoice-ord-00204,ord-00204,2026-08-25,86052,issued,management_statement
invoice-ord-00205,ord-00205,2026-05-23,107889,issued,management_statement
invoice-ord-00206,ord-00206,2026-06-30,32180,issued,management_statement
invoice-ord-00207,ord-00207,2026-04-08,84634,issued,management_statement
invoice-ord-00208,ord-00208,2026-09-07,45770,issued,management_statement
invoice-ord-00209,ord-00209,2026-06-19,22771,issued,management_statement
invoice-ord-00211,ord-00211,2026-09-12,33032,issued,management_statement
invoice-ord-00213,ord-00213,2026-06-25,33739,issued,management_statement
invoice-ord-00214,ord-00214,2026-09-10,54457,issued,management_statement
invoice-ord-00215,ord-00215,2026-05-25,60268,issued,management_statement
invoice-ord-00217,ord-00217,2026-04-30,22701,issued,management_statement
invoice-ord-00218,ord-00218,2026-08-31,109648,issued,management_statement
invoice-ord-00220,ord-00220,2026-05-11,50827,issued,management_statement
invoice-ord-00221,ord-00221,2026-07-01,44581,issued,management_statement
invoice-ord-00222,ord-00222,2026-06-13,124803,issued,management_statement
invoice-ord-00223,ord-00223,2026-06-19,40332,issued,management_statement
invoice-ord-00224,ord-00224,2026-08-04,17633,issued,management_statement
invoice-ord-00225,ord-00225,2026-03-01,33588,issued,management_statement
invoice-ord-00226,ord-00226,2026-06-24,23091,issued,management_statement
invoice-ord-00227,ord-00227,2026-03-02,21719,issued,management_statement
invoice-ord-00228,ord-00228,2026-06-07,44606,issued,management_statement
invoice-ord-00229,ord-00229,2026-01-15,62037,issued,management_statement
invoice-ord-00231,ord-00231,2026-07-02,53344,issued,management_statement
invoice-ord-00233,ord-00233,2026-07-20,81500,issued,management_statement
invoice-ord-00235,ord-00235,2026-03-05,33951,issued,management_statement
invoice-ord-00240,ord-00240,2026-04-29,80431,issued,management_statement
invoice-ord-00241,ord-00241,2026-08-20,63967,issued,management_statement
invoice-ord-00242,ord-00242,2025-11-09,11656,issued,management_statement
invoice-ord-00244,ord-00244,2025-11-13,102044,issued,management_statement
invoice-ord-00245,ord-00245,2026-07-31,33271,issued,management_statement
invoice-ord-00246,ord-00246,2026-01-21,22007,issued,management_statement
invoice-ord-00247,ord-00247,2026-02-11,36501,issued,management_statement
invoice-ord-00248,ord-00248,2026-08-30,55448,issued,management_statement
invoice-ord-00250,ord-00250,2026-01-09,77330,issued,management_statement
invoice-ord-00251,ord-00251,2026-06-25,33198,issued,management_statement
invoice-ord-00252,ord-00252,2026-08-20,29122,issued,management_statement
invoice-ord-00253,ord-00253,2026-07-11,36670,issued,management_statement
invoice-ord-00255,ord-00255,2026-05-22,29309,issued,management_statement
invoice-ord-00256,ord-00256,2026-06-10,73243,issued,management_statement
invoice-ord-00257,ord-00257,2026-05-22,53902,issued,management_statement
invoice-ord-00260,ord-00260,2026-07-07,22709,issued,management_statement
invoice-ord-00261,ord-00261,2026-04-19,33169,issued,management_statement
invoice-ord-00263,ord-00263,2026-04-30,11169,issued,management_statement
invoice-ord-00265,ord-00265,2026-04-26,45458,issued,management_statement
invoice-ord-00266,ord-00266,2026-04-20,27553,issued,management_statement
invoice-ord-00267,ord-00267,2026-05-19,34240,issued,management_statement
invoice-ord-00268,ord-00268,2025-12-20,23155,issued,management_statement
invoice-ord-00269,ord-00269,2026-09-01,116027,issued,management_statement
invoice-ord-00270,ord-00270,2026-08-22,11627,issued,management_statement
invoice-ord-00272,ord-00272,2026-04-28,46875,issued,management_statement
invoice-ord-00273,ord-00273,2026-06-30,69606,issued,management_statement
invoice-ord-00274,ord-00274,2026-05-28,71328,issued,management_statement
invoice-ord-00275,ord-00275,2026-05-21,27928,issued,management_statement
invoice-ord-00278,ord-00278,2026-07-21,22421,issued,management_statement
invoice-ord-00279,ord-00279,2025-12-28,11386,issued,management_statement
invoice-ord-00280,ord-00280,2026-08-02,21429,issued,management_statement
invoice-ord-00281,ord-00281,2026-07-19,55655,issued,management_statement
invoice-ord-00282,ord-00282,2026-08-27,71533,issued,management_statement
invoice-ord-00284,ord-00284,2026-09-09,64238,issued,management_statement
invoice-ord-00287,ord-00287,2026-01-27,56770,issued,management_statement
invoice-ord-00289,ord-00289,2026-05-25,34669,issued,management_statement
invoice-ord-00290,ord-00290,2026-06-30,169546,issued,management_statement
invoice-ord-00291,ord-00291,2025-12-28,11335,issued,management_statement
invoice-ord-00292,ord-00292,2026-06-30,22850,issued,management_statement
invoice-ord-00293,ord-00293,2026-08-21,23016,issued,management_statement
invoice-ord-00294,ord-00294,2026-06-25,34832,issued,management_statement
invoice-ord-00295,ord-00295,2026-09-13,34834,issued,management_statement
invoice-ord-00296,ord-00296,2026-04-08,11334,issued,management_statement
invoice-ord-00300,ord-00300,2026-05-28,33429,issued,management_statement
invoice-ord-00301,ord-00301,2026-06-16,39178,issued,management_statement
invoice-ord-00302,ord-00302,2026-03-17,22653,issued,management_statement
invoice-ord-00303,ord-00303,2026-08-04,121814,issued,management_statement
invoice-ord-00305,ord-00305,2026-05-06,10902,issued,management_statement
invoice-ord-00306,ord-00306,2026-04-18,21362,issued,management_statement
invoice-ord-00308,ord-00308,2026-04-09,33872,issued,management_statement
invoice-ord-00309,ord-00309,2026-05-22,23279,issued,management_statement
invoice-ord-00310,ord-00310,2026-05-12,18167,issued,management_statement
invoice-ord-00312,ord-00312,2026-07-26,54856,issued,management_statement
invoice-ord-00313,ord-00313,2026-09-13,63916,issued,management_statement
invoice-ord-00316,ord-00316,2026-08-21,53963,issued,management_statement
invoice-ord-00317,ord-00317,2026-03-04,56911,issued,management_statement
invoice-ord-00319,ord-00319,2026-05-23,52088,issued,management_statement
invoice-ord-00320,ord-00320,2026-01-11,32738,issued,management_statement
invoice-ord-00321,ord-00321,2026-08-23,41129,issued,management_statement
invoice-ord-00322,ord-00322,2026-07-15,34033,issued,management_statement
invoice-ord-00324,ord-00324,2025-12-23,68867,issued,management_statement
invoice-ord-00325,ord-00325,2026-08-12,68564,issued,management_statement
invoice-ord-00326,ord-00326,2026-09-03,32913,issued,management_statement
invoice-ord-00327,ord-00327,2025-10-17,54435,issued,management_statement
invoice-ord-00328,ord-00328,2026-07-18,39586,issued,management_statement
invoice-ord-00329,ord-00329,2026-08-21,17647,issued,management_statement
invoice-ord-00330,ord-00330,2026-08-22,45157,issued,management_statement
invoice-ord-00331,ord-00331,2026-06-20,84540,issued,management_statement
invoice-ord-00333,ord-00333,2026-06-29,38638,issued,management_statement
invoice-ord-00334,ord-00334,2026-06-09,22551,issued,management_statement
invoice-ord-00337,ord-00337,2026-03-16,50089,issued,management_statement
invoice-ord-00339,ord-00339,2026-09-07,10923,issued,management_statement
invoice-ord-00340,ord-00340,2026-09-02,95413,issued,management_statement
invoice-ord-00341,ord-00341,2026-09-15,95471,issued,management_statement
invoice-ord-00342,ord-00342,2026-04-16,22484,issued,management_statement
invoice-ord-00344,ord-00344,2026-07-10,54358,issued,management_statement
invoice-ord-00345,ord-00345,2026-06-09,10959,issued,management_statement
invoice-ord-00346,ord-00346,2026-07-15,11581,issued,management_statement
invoice-ord-00347,ord-00347,2026-08-25,10915,issued,management_statement
invoice-ord-00348,ord-00348,2026-06-01,11562,issued,management_statement
invoice-ord-00350,ord-00350,2026-05-10,32649,issued,management_statement
invoice-ord-00351,ord-00351,2026-07-18,11340,issued,management_statement
invoice-ord-00352,ord-00352,2026-08-24,58618,issued,management_statement
invoice-ord-00353,ord-00353,2026-07-17,22139,issued,management_statement
invoice-ord-00354,ord-00354,2026-07-08,83825,issued,management_statement
invoice-ord-00355,ord-00355,2026-06-16,66904,issued,management_statement
invoice-ord-00357,ord-00357,2026-08-31,27857,issued,management_statement
invoice-ord-00358,ord-00358,2026-02-20,105401,issued,management_statement
invoice-ord-00361,ord-00361,2026-08-19,42381,issued,management_statement
invoice-ord-00363,ord-00363,2026-04-12,44982,issued,management_statement
invoice-ord-00366,ord-00366,2026-08-18,55532,issued,management_statement
invoice-ord-00367,ord-00367,2026-08-30,40116,issued,management_statement
invoice-ord-00368,ord-00368,2026-05-14,54808,issued,management_statement
invoice-ord-00369,ord-00369,2026-03-02,98279,issued,management_statement
invoice-ord-00371,ord-00371,2025-10-28,11514,issued,management_statement
invoice-ord-00372,ord-00372,2026-05-14,33976,issued,management_statement
invoice-ord-00373,ord-00373,2026-08-06,17522,issued,management_statement
invoice-ord-00375,ord-00375,2026-08-26,44584,issued,management_statement
invoice-ord-00376,ord-00376,2026-07-24,57700,issued,management_statement
invoice-ord-00377,ord-00377,2026-06-24,119828,issued,management_statement
invoice-ord-00378,ord-00378,2026-01-09,51221,issued,management_statement
invoice-ord-00379,ord-00379,2026-06-08,23044,issued,management_statement
invoice-ord-00380,ord-00380,2026-03-01,44958,issued,management_statement
invoice-ord-00381,ord-00381,2025-12-20,11443,issued,management_statement
invoice-ord-00382,ord-00382,2026-08-08,53269,issued,management_statement
invoice-ord-00383,ord-00383,2026-07-21,60821,issued,management_statement
invoice-ord-00385,ord-00385,2026-03-30,54908,issued,management_statement
invoice-ord-00386,ord-00386,2026-06-12,11480,issued,management_statement
invoice-ord-00387,ord-00387,2026-05-29,33388,issued,management_statement
invoice-ord-00389,ord-00389,2026-06-27,33972,issued,management_statement
invoice-ord-00390,ord-00390,2026-09-17,11598,issued,management_statement
invoice-ord-00391,ord-00391,2026-08-17,104345,issued,management_statement
invoice-ord-00392,ord-00392,2026-08-01,63749,issued,management_statement
invoice-ord-00394,ord-00394,2026-06-19,17698,issued,management_statement
invoice-ord-00395,ord-00395,2026-06-10,22574,issued,management_statement
invoice-ord-00397,ord-00397,2026-07-02,33364,issued,management_statement
invoice-ord-00399,ord-00399,2026-09-13,22328,issued,management_statement
invoice-ord-00400,ord-00400,2026-06-27,22234,issued,management_statement
invoice-ord-00401,ord-00401,2026-07-17,22384,issued,management_statement
invoice-ord-00402,ord-00402,2026-07-03,43257,issued,management_statement
invoice-ord-00404,ord-00404,2026-08-30,55360,issued,management_statement
invoice-ord-00405,ord-00405,2026-08-13,28752,issued,management_statement
invoice-ord-00406,ord-00406,2025-11-18,22139,issued,management_statement
invoice-ord-00411,ord-00411,2026-07-05,63236,issued,management_statement
invoice-ord-00412,ord-00412,2026-04-03,62268,issued,management_statement
invoice-ord-00413,ord-00413,2026-05-26,54654,issued,management_statement
invoice-ord-00414,ord-00414,2026-04-21,11330,issued,management_statement
invoice-ord-00416,ord-00416,2025-12-28,10966,issued,management_statement
invoice-ord-00417,ord-00417,2026-06-25,17511,issued,management_statement
invoice-ord-00418,ord-00418,2025-12-29,35746,issued,management_statement
invoice-ord-00419,ord-00419,2026-08-01,85935,issued,management_statement
invoice-ord-00420,ord-00420,2026-06-14,108978,issued,management_statement
invoice-ord-00421,ord-00421,2026-05-21,21901,issued,management_statement
invoice-ord-00422,ord-00422,2026-09-05,17788,issued,management_statement
invoice-ord-00424,ord-00424,2026-05-29,49683,issued,management_statement
invoice-ord-00425,ord-00425,2026-03-25,43427,issued,management_statement
invoice-ord-00426,ord-00426,2026-07-24,66837,issued,management_statement
invoice-ord-00427,ord-00427,2026-08-15,40203,issued,management_statement
invoice-ord-00428,ord-00428,2026-03-26,63647,issued,management_statement
invoice-ord-00429,ord-00429,2025-12-16,33075,issued,management_statement
invoice-ord-00430,ord-00430,2025-12-10,33914,issued,management_statement
invoice-ord-00431,ord-00431,2026-06-25,11170,issued,management_statement
invoice-ord-00433,ord-00433,2026-06-25,69066,issued,management_statement
invoice-ord-00434,ord-00434,2026-04-16,77811,issued,management_statement
invoice-ord-00435,ord-00435,2026-05-03,22283,issued,management_statement
invoice-ord-00436,ord-00436,2026-08-01,64648,issued,management_statement
invoice-ord-00437,ord-00437,2026-05-13,77472,issued,management_statement
invoice-ord-00438,ord-00438,2026-01-26,42721,issued,management_statement
invoice-ord-00439,ord-00439,2025-11-12,77177,issued,management_statement
invoice-ord-00440,ord-00440,2026-01-26,22676,issued,management_statement
invoice-ord-00441,ord-00441,2026-03-06,22523,issued,management_statement
invoice-ord-00442,ord-00442,2026-01-28,23299,issued,management_statement
invoice-ord-00444,ord-00444,2026-08-18,96595,issued,management_statement
invoice-ord-00445,ord-00445,2026-07-17,33245,issued,management_statement
invoice-ord-00446,ord-00446,2026-07-09,43779,issued,management_statement
invoice-ord-00447,ord-00447,2026-07-20,63288,issued,management_statement
invoice-ord-00448,ord-00448,2025-10-29,89137,issued,management_statement
invoice-ord-00449,ord-00449,2026-06-16,56767,issued,management_statement
invoice-ord-00450,ord-00450,2026-09-16,33758,issued,management_statement
invoice-ord-00451,ord-00451,2026-05-19,86237,issued,management_statement
invoice-ord-00452,ord-00452,2025-11-08,34024,issued,management_statement
invoice-ord-00453,ord-00453,2026-06-18,33546,issued,management_statement
invoice-ord-00454,ord-00454,2026-07-15,55964,issued,management_statement
invoice-ord-00455,ord-00455,2026-03-07,33623,issued,management_statement
invoice-ord-00456,ord-00456,2026-06-30,22332,issued,management_statement
invoice-ord-00457,ord-00457,2026-04-20,11020,issued,management_statement
invoice-ord-00458,ord-00458,2026-07-08,40208,issued,management_statement
invoice-ord-00459,ord-00459,2026-07-02,36587,issued,management_statement
invoice-ord-00461,ord-00461,2026-02-04,46233,issued,management_statement
invoice-ord-00462,ord-00462,2026-04-11,22014,issued,management_statement
invoice-ord-00463,ord-00463,2026-04-04,33901,issued,management_statement
invoice-ord-00464,ord-00464,2026-01-04,84039,issued,management_statement
invoice-ord-00465,ord-00465,2026-06-24,39292,issued,management_statement
invoice-ord-00466,ord-00466,2026-08-23,63716,issued,management_statement
invoice-ord-00467,ord-00467,2026-01-19,80023,issued,management_statement
invoice-ord-00468,ord-00468,2026-03-10,41014,issued,management_statement
invoice-ord-00469,ord-00469,2026-09-12,44781,issued,management_statement
invoice-ord-00470,ord-00470,2026-08-27,10846,issued,management_statement
invoice-ord-00472,ord-00472,2026-07-06,22084,issued,management_statement
invoice-ord-00473,ord-00473,2026-03-18,60450,issued,management_statement
invoice-ord-00475,ord-00475,2026-08-08,22421,issued,management_statement
invoice-ord-00476,ord-00476,2026-08-22,11304,issued,management_statement
invoice-ord-00477,ord-00477,2025-12-05,70902,issued,management_statement
invoice-ord-00478,ord-00478,2026-08-14,44659,issued,management_statement
invoice-ord-00479,ord-00479,2026-06-20,22535,issued,management_statement
invoice-ord-00480,ord-00480,2026-01-07,83691,issued,management_statement
invoice-ord-00483,ord-00483,2026-07-11,11230,issued,management_statement
invoice-ord-00484,ord-00484,2025-11-26,56251,issued,management_statement
invoice-ord-00485,ord-00485,2026-05-17,66542,issued,management_statement
invoice-ord-00487,ord-00487,2026-09-19,23251,issued,management_statement
invoice-ord-00488,ord-00488,2026-09-06,109865,issued,management_statement
invoice-ord-00489,ord-00489,2026-02-19,54099,issued,management_statement
invoice-ord-00490,ord-00490,2026-07-23,23163,issued,management_statement
invoice-ord-00491,ord-00491,2026-08-29,11528,issued,management_statement
invoice-ord-00492,ord-00492,2026-07-31,33540,issued,management_statement
invoice-ord-00493,ord-00493,2025-11-08,55309,issued,management_statement
invoice-ord-00495,ord-00495,2026-04-26,61033,issued,management_statement
invoice-ord-00497,ord-00497,2026-05-29,56185,issued,management_statement
invoice-ord-00498,ord-00498,2025-11-19,33789,issued,management_statement
invoice-ord-00499,ord-00499,2026-03-10,22018,issued,management_statement
invoice-ord-00500,ord-00500,2026-01-08,23214,issued,management_statement
invoice-ord-00501,ord-00501,2026-02-12,54020,issued,management_statement
invoice-ord-00502,ord-00502,2025-12-15,22635,issued,management_statement
invoice-ord-00504,ord-00504,2026-05-27,40547,issued,management_statement
invoice-ord-00507,ord-00507,2026-06-07,55621,issued,management_statement
invoice-ord-00508,ord-00508,2026-05-05,92743,issued,management_statement
invoice-ord-00509,ord-00509,2026-02-14,11554,issued,management_statement
invoice-ord-00510,ord-00510,2026-09-02,34098,issued,management_statement
invoice-ord-00511,ord-00511,2026-01-01,82624,issued,management_statement
invoice-ord-00512,ord-00512,2026-03-02,77789,issued,management_statement
invoice-ord-00513,ord-00513,2025-11-18,52820,issued,management_statement
invoice-ord-00514,ord-00514,2025-10-28,34589,issued,management_statement
invoice-ord-00515,ord-00515,2026-04-06,33252,issued,management_statement
invoice-ord-00516,ord-00516,2026-08-27,84164,issued,management_statement
invoice-ord-00517,ord-00517,2026-07-03,32952,issued,management_statement
invoice-ord-00518,ord-00518,2026-04-04,60648,issued,management_statement
invoice-ord-00519,ord-00519,2026-06-21,81900,issued,management_statement
invoice-ord-00520,ord-00520,2026-06-08,54833,issued,management_statement
invoice-ord-00522,ord-00522,2026-04-05,21925,issued,management_statement
invoice-ord-00523,ord-00523,2026-08-13,22654,issued,management_statement
invoice-ord-00525,ord-00525,2026-08-31,57444,issued,management_statement
invoice-ord-00527,ord-00527,2026-07-08,35814,issued,management_statement
invoice-ord-00528,ord-00528,2026-06-16,75040,issued,management_statement
invoice-ord-00529,ord-00529,2026-07-12,67589,issued,management_statement
invoice-ord-00531,ord-00531,2026-01-29,54202,issued,management_statement
invoice-ord-00533,ord-00533,2026-08-13,97427,issued,management_statement
invoice-ord-00534,ord-00534,2026-07-01,20880,issued,management_statement
invoice-ord-00535,ord-00535,2026-04-09,59238,issued,management_statement
invoice-ord-00537,ord-00537,2026-03-17,85788,issued,management_statement
